Structure [idcode]	Molecule Name	MolRegNo	m	Value	Unit	Type	Ligand Efficiency	Binding Efficiency	Surface Efficiency	Assay Index	Assay Category	Assay Organism	Target ID	Target Name	Target Organism	Target Description	Sequence Accession	Reference	Pubmed ID	DOI	InChI-Key	Molecular Formula	Monoisotopic Mass	Druglikeness	
fi{`P@D@hkVQQJJYQEQIJKKTXfoQmUUMPP@@PXqBQd@@	Compound 610	333658	<	10	%	Inhibition				254534		SARS coronavirus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	Bioorg. Med. Chem. Lett. 15 (24), 5365-5369 (2005)	16216498	10.1016/j.bmcl.2005.09.012	XRLMLBLLFRZQEE-OLMNPRSZSA-N	C20H21NO4	339.147059	4.6243	
enQZN@@DAOMdPCHdf`R\bbTJbRbtTRrbbtjbebVHhIiZjjejfjZjjfZZbLIpkIuHEH	Compound 611	399196		0		IC50				298649		SARS coronavirus	100499	SARS coronavirus	SARS coronavirus	Target is a complete organism		Bioorg. Med. Chem. Lett. 17 (21), 5876-5880 (2007)	17855091	10.1016/j.bmcl.2007.08.031	XRQABLDUWKEZML-SRYPRDQNSA-N	C27H41N5O7	547.300600	-2.2895	
fj}QC@E^bBHyDRBLbbbTTjbTVVXKUle`HbjhD@`@@	Compound 612	453067	<=	50	%	Inhibition				406904		SARS coronavirus	101075	Replicase polyprotein 1ab	SARS coronavirus	Target is a single protein chain	P0C6X7	Bioorg. Med. Chem. Lett. 18 (23), 6110-6114 (2008)	18947995	10.1016/j.bmcl.2008.10.023	XTAVLRWOPAIEDI-UHFFFAOYSA-N	C15H12N2OCl2S	338.004737	3.8253	
ee[TED@FFmKDekgobVQP@`hHrQQJFIQQYJJIQIKIQEFJJDTJFY][GUKMSUUT}UUMTsMLtRDNDQTYD]T@@	Compound 613	1619990	=	10000	nM	EC50				825873		SARS coronavirus	100499	SARS coronavirus	SARS coronavirus	Target is a complete organism			24486419	10.1016/j.ejmech.2013.12.055	XTJZCZAFVQWPFH-PKQHSRECSA-N	C28H26N2O10S2	614.102888	0.99484	
ee[TED@FFmKDekgobVQP@`hHrQQJFIQQYJJIQIKIQEFJJDTJFY][GUKMSUUT}UUMTsMLtRDNDQTYD]D@@	Compound 614	1619902	>	32000	nM	EC50				825873		SARS coronavirus	100499	SARS coronavirus	SARS coronavirus	Target is a complete organism			24486419	10.1016/j.ejmech.2013.12.055	XTJZCZAFVQWPFH-QVSKFDSWSA-N	C28H26N2O10S2	614.102888	0.99484	
flui`@IF]EHFBRYffUtgKNCFijj`PJcDJLD\H@@	Compound 615	3998		0		EC50				281342		SARS coronavirus	100499	SARS coronavirus	SARS coronavirus	Target is a complete organism		Bioorg. Med. Chem. 15 (2), 839-846 (2007)	17085053	10.1016/j.bmc.2006.10.043	XUGWUUDOWNZAGW-ZQARSLAVSA-N	C11H13N5O3	263.101840	1.7618	
flui`@IF]EHFBRYffUtgKNCFijj`PJcDJLD\H@@	Compound 616	3998		0		IC50				281342		SARS coronavirus	100499	SARS coronavirus	SARS coronavirus	Target is a complete organism		Bioorg. Med. Chem. 15 (2), 839-846 (2007)	17085053	10.1016/j.bmc.2006.10.043	XUGWUUDOWNZAGW-ZQARSLAVSA-N	C11H13N5O3	263.101840	1.7618	
ejYTB@@DB@@d\\bbbfbRRbbrRRvdtlRbHXlRJFjZaIZjPh@dBhj``XPPBAa@	Compound 617	2087679	=	8600	nM	IC50	0.19	10.33	6.09	1017144		SARS coronavirus	101075	Replicase polyprotein 1ab	SARS coronavirus	Target is a single protein chain	P0C6X7	Bioorg. Med. Chem. 24 (13), 3035-3042 (2016)	27240464	10.1016/j.bmc.2016.05.013	XWFZHLYIOFAQRH-UHFFFAOYSA-N	C31H26N2O4	490.189258	1.8901	
ff}pa@NV]JHHcPQdTRVRfRbRbJhpJX@JZ`BJ`@@	Compound 618	348926	=	3.3113e13	nM	IC50				262926		SARS coronavirus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	J. Med. Chem. 49 (12), 3485-3495 (2006)	16759091	10.1021/jm050852f	YBWHJLWKGZIQNQ-UHFFFAOYSA-N	C15H16N3O2ClS	337.065174	-0.79557	
ff}pa@NV]JHHcPQdTRVRfRbRbJhpJX@JZ`BJ`@@	Compound 619	348926	=	30000	nM	IC50	0.28	13.39	6.02	262926		SARS coronavirus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	J. Med. Chem. 49 (12), 3485-3495 (2006)	16759091	10.1021/jm050852f	YBWHJLWKGZIQNQ-UHFFFAOYSA-N	C15H16N3O2ClS	337.065174	-0.79557	
fa{QC@ENBBHyHRBLbbbTTjfbRtrSAZlgK^pDQUPH@@PPiP@	Compound 620	452993	<=	50	%	Inhibition				406904		SARS coronavirus	101075	Replicase polyprotein 1ab	SARS coronavirus	Target is a single protein chain	P0C6X7	Bioorg. Med. Chem. Lett. 18 (23), 6110-6114 (2008)	18947995	10.1016/j.bmcl.2008.10.023	YCCHQUOMZVHIOW-UHFFFAOYSA-N	C18H12N2OClFS	358.034288	1.5133	
figAP@@LlwnQQQQQSIIJFRr|DiuhaJtCPUEMTteP}P@	Compound 621	1420008	=	21100	nM	IC50	0.26	13.82	6.35	678191		SARS coronavirus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	Bioorg. Med. Chem. 20 (19), 5928-5935 (2012)	22884354	10.1016/j.bmc.2012.07.038	YFDKIHAZVQFLRC-HXUWFJFHSA-N	C20H18O5	338.115425	-9.937	
figAP@@LlwnQQQQQSIIJFRr|DiuhaJtCPUEMTteP}P@	Compound 622	1420008	=	10600	nM	IC50	0.27	14.70	6.76	678310		SARS coronavirus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	Bioorg. Med. Chem. 20 (19), 5928-5935 (2012)	22884354	10.1016/j.bmc.2012.07.038	YFDKIHAZVQFLRC-HXUWFJFHSA-N	C20H18O5	338.115425	-9.937	
figAP@@LlwnQQQQQSIIJFRr|DiuhaJtCPUEMTteP}P@	Compound 623	1420008	=	9200	nM	IC50	0.28	14.88	6.84	678190		SARS coronavirus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	Bioorg. Med. Chem. 20 (19), 5928-5935 (2012)	22884354	10.1016/j.bmc.2012.07.038	YFDKIHAZVQFLRC-HXUWFJFHSA-N	C20H18O5	338.115425	-9.937	
figAP@@LlwnQQQQQSIIJFRr|DiuhaJtCPUEMTteP}P@	Compound 624	1420008		0		Inhibition				678194		SARS coronavirus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	Bioorg. Med. Chem. 20 (19), 5928-5935 (2012)	22884354	10.1016/j.bmc.2012.07.038	YFDKIHAZVQFLRC-HXUWFJFHSA-N	C20H18O5	338.115425	-9.937	
figAP@@LlwnQQQQQSIIJFRr|DiuhaJtCPUEMTteP}P@	Compound 625	1420008		0		Inhibition				678307		SARS coronavirus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	Bioorg. Med. Chem. 20 (19), 5928-5935 (2012)	22884354	10.1016/j.bmc.2012.07.038	YFDKIHAZVQFLRC-HXUWFJFHSA-N	C20H18O5	338.115425	-9.937	
figAP@@LlwnQQQQQSIIJFRr|DiuhaJtCPUEMTteP}P@	Compound 626	1420008		0		Inhibition				678308		SARS coronavirus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	Bioorg. Med. Chem. 20 (19), 5928-5935 (2012)	22884354	10.1016/j.bmc.2012.07.038	YFDKIHAZVQFLRC-HXUWFJFHSA-N	C20H18O5	338.115425	-9.937	
figAP@@LlwnQQQQQSIIJFRr|DiuhaJtCPUEMTteP}P@	Compound 627	1420008		0		Inhibition				678309		SARS coronavirus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	Bioorg. Med. Chem. 20 (19), 5928-5935 (2012)	22884354	10.1016/j.bmc.2012.07.038	YFDKIHAZVQFLRC-HXUWFJFHSA-N	C20H18O5	338.115425	-9.937	
figAP@@LlwnQQQQQSIIJFRr|DiuhaJtCPUEMTteP}P@	Compound 628	1420008		0		Inhibition				678312		SARS coronavirus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	Bioorg. Med. Chem. 20 (19), 5928-5935 (2012)	22884354	10.1016/j.bmc.2012.07.038	YFDKIHAZVQFLRC-HXUWFJFHSA-N	C20H18O5	338.115425	-9.937	
figAP@@LlwnQQQQQSIIJFRr|DiuhaJtCPUEMTteP}P@	Compound 629	1420008		0		Inhibition				678313		SARS coronavirus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	Bioorg. Med. Chem. 20 (19), 5928-5935 (2012)	22884354	10.1016/j.bmc.2012.07.038	YFDKIHAZVQFLRC-HXUWFJFHSA-N	C20H18O5	338.115425	-9.937	
figAP@@LlwnQQQQQSIIJFRr|DiuhaJtCPUEMTteP}P@	Compound 630	1420008		0		Inhibition				678191		SARS coronavirus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	Bioorg. Med. Chem. 20 (19), 5928-5935 (2012)	22884354	10.1016/j.bmc.2012.07.038	YFDKIHAZVQFLRC-HXUWFJFHSA-N	C20H18O5	338.115425	-9.937	
figAP@@LlwnQQQQQSIIJFRr|DiuhaJtCPUEMTteP}P@	Compound 631	1420008	=	9700	nM	Ki	0.27	14.82	6.81	678192		SARS coronavirus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	Bioorg. Med. Chem. 20 (19), 5928-5935 (2012)	22884354	10.1016/j.bmc.2012.07.038	YFDKIHAZVQFLRC-HXUWFJFHSA-N	C20H18O5	338.115425	-9.937	
em[RN@@DAGF`MCDmgolbbTJbRabRbfbRTVbjdUbRHhfneUZjjejijjjijj`@hHpgBlfT@@	Compound 632	356578	=	53	nM	Ki	0.23	12.11	4.79	265844		SARS coronavirus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	J. Med. Chem. 49 (16), 4971-4980 (2006)	16884309	10.1021/jm0603926	YFUZVOLEKQFVCQ-OKCRAPNYSA-N	C32H48N4O7	600.352301	-35.214	
em[RN@@DAGF`MCDmgolbbTJbRabRbfbRTVbjdUbRHhfneUZjjejijjjijj`@hHpgBlfT@@	Compound 633	356578	=	6.7	-	log10 TCID50				265857		SARS coronavirus	100499	SARS coronavirus	SARS coronavirus	Target is a complete organism		J. Med. Chem. 49 (16), 4971-4980 (2006)	16884309	10.1021/jm0603926	YFUZVOLEKQFVCQ-OKCRAPNYSA-N	C32H48N4O7	600.352301	-35.214	
em[RN@@DAGF`MCDmgolbbTJbRabRbfbRTVbjdUbRHhfneUZjjejijjjijj`@hHpgBlfT@@	Compound 634	356578	=	6.4	-	log10 TCID50				265858		SARS coronavirus	100499	SARS coronavirus	SARS coronavirus	Target is a complete organism		J. Med. Chem. 49 (16), 4971-4980 (2006)	16884309	10.1021/jm0603926	YFUZVOLEKQFVCQ-OKCRAPNYSA-N	C32H48N4O7	600.352301	-35.214	
em[RN@@DAGF`MCDmgolbbTJbRabRbfbRTVbjdUbRHhfneUZjjejijjjijj`@hHpgBlfT@@	Compound 635	356578	=	6	-	log10 TCID50				265859		SARS coronavirus	100499	SARS coronavirus	SARS coronavirus	Target is a complete organism		J. Med. Chem. 49 (16), 4971-4980 (2006)	16884309	10.1021/jm0603926	YFUZVOLEKQFVCQ-OKCRAPNYSA-N	C32H48N4O7	600.352301	-35.214	
em[RN@@DAGF`MCDmgolbbTJbRabRbfbRTVbjdUbRHhfneUZjjejijjjijj`@hHpgBlfT@@	Compound 636	356578	=	5	-	log10 TCID50				265860		SARS coronavirus	100499	SARS coronavirus	SARS coronavirus	Target is a complete organism		J. Med. Chem. 49 (16), 4971-4980 (2006)	16884309	10.1021/jm0603926	YFUZVOLEKQFVCQ-OKCRAPNYSA-N	C32H48N4O7	600.352301	-35.214	
em[RN@@DAGF`MCDmgolbbTJbRabRbfbRTVbjdUbRHhfneUZjjejijjjijj`@hHpgBlfT@@	Compound 637	356578	=	2	-	log10 TCID50				265862		SARS coronavirus	100499	SARS coronavirus	SARS coronavirus	Target is a complete organism		J. Med. Chem. 49 (16), 4971-4980 (2006)	16884309	10.1021/jm0603926	YFUZVOLEKQFVCQ-OKCRAPNYSA-N	C32H48N4O7	600.352301	-35.214	
em[RN@@DAGF`MCDmgolbbTJbRabRbfbRTVbjdUbRHhfneUZjjejijjjijj`@hHpgBlfT@@	Compound 638	356578	=	2	-	log10 TCID50				265861		SARS coronavirus	100499	SARS coronavirus	SARS coronavirus	Target is a complete organism		J. Med. Chem. 49 (16), 4971-4980 (2006)	16884309	10.1021/jm0603926	YFUZVOLEKQFVCQ-OKCRAPNYSA-N	C32H48N4O7	600.352301	-35.214	
fdyA`@@HcdTtRbRRtQyKUffjjfjkEJNTRh@@	Compound 639	614979		0		Activity				461176		SARS coronavirus	100499	SARS coronavirus	SARS coronavirus	Target is a complete organism		J. Nat. Prod. 73 (3), 476-478 (2010)	20052971	10.1021/np900608d	YHQBOWLIXXWZPY-YRGRVCCFSA-N	C15H22O3	250.156895	-5.2949	
edVTBH@BjiMCL`HcHhdieEDceEEMhhddmPqXxUU\C}C@ATmTtsP@@@L@DGb@	Compound 640	2087690	=	16400	nM	IC50	0.19	10.21	5.76	1017144		SARS coronavirus	101075	Replicase polyprotein 1ab	SARS coronavirus	Target is a single protein chain	P0C6X7	Bioorg. Med. Chem. 24 (13), 3035-3042 (2016)	27240464	10.1016/j.bmc.2016.05.013	YIPRRRUTHXSMOT-UHFFFAOYSA-N	C27H17N2O4Cl	468.087685	5.0217	
fluI`@CNbdCAILs_sJzSegAcTuUHPEQbBqNP@	Compound 641	376352		0		EC50				281342		SARS coronavirus	100499	SARS coronavirus	SARS coronavirus	Target is a complete organism		Bioorg. Med. Chem. 15 (2), 839-846 (2007)	17085053	10.1016/j.bmc.2006.10.043	YJKFBCOEVVOXCY-PFZYVWIYSA-N	C12H14N4O3	262.106591	0.29006	
fluI`@CNbdCAILs_sJzSegAcTuUHPEQbBqNP@	Compound 642	376352		0		IC50				281342		SARS coronavirus	100499	SARS coronavirus	SARS coronavirus	Target is a complete organism		Bioorg. Med. Chem. 15 (2), 839-846 (2007)	17085053	10.1016/j.bmc.2006.10.043	YJKFBCOEVVOXCY-PFZYVWIYSA-N	C12H14N4O3	262.106591	0.29006	
ebqp@`@@DIEJiekgonYUSX||bbRbTRabbRTTReTJbJTTtVLrTJSQVuWQHhZ[TuM@A@QUETDEPu@DPPDDDQD]THdPDP	Compound 643	554317	=	30	%	Inhibition				678189		SARS coronavirus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	Bioorg. Med. Chem. 20 (19), 5928-5935 (2012)	22884354	10.1016/j.bmc.2012.07.038	YLSNESYAOIRZEA-NZSWIJRASA-N	C36H32O16	720.169040	-3.5317	
fncAR@A^sUhHcHhdldhheD]MJL]F@BhHFFf@DHh	Compound 644	478461	>	50000	nM	IC50				414789		SARS coronavirus	101075	Replicase polyprotein 1ab	SARS coronavirus	Target is a single protein chain	P0C6X7	Bioorg. Med. Chem. Lett. 19 (6), 1636-1638 (2009)	19233643	10.1016/j.bmcl.2009.02.010	YNSCIWCSWTUTPD-UHFFFAOYSA-N	C17H13O5Cl	332.045152	1.01	
fncAR@A^sUhHcHhdldhheD]MJL]F@BhHFFf@DHh	Compound 645	478461	=	28700	nM	IC50	0.27	13.65	5.42	414790		SARS coronavirus	101075	Replicase polyprotein 1ab	SARS coronavirus	Target is a single protein chain	P0C6X7	Bioorg. Med. Chem. Lett. 19 (6), 1636-1638 (2009)	19233643	10.1016/j.bmcl.2009.02.010	YNSCIWCSWTUTPD-UHFFFAOYSA-N	C17H13O5Cl	332.045152	1.01	
ffsPb@IImD@QdbbbVVfbfTQqPRgAKV`XHi`XBH@@	Compound 646	316967	=	31	%	Inhibition				240686		SARS coronavirus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	Bioorg. Med. Chem. Lett. 15 (12), 3058-3062 (2005)	15896959	10.1016/j.bmcl.2005.04.027	YOSPSKNTFQRWQP-UHFFFAOYSA-N	C17H12N2O2S	308.061948	1.2299	
fjcH`@B\tdBLbbTTRRbaRRT{QheSejB`PHIBH@@	Compound 647	493962	=	200	nM	IC50				341535		SARS coronavirus	100499	SARS coronavirus	SARS coronavirus	Target is a complete organism		Bioorg. Med. Chem. Lett. 18 (20), 5684-5688 (2008)	18796354	10.1016/j.bmcl.2008.08.082	YPFWNRLSYPAVJB-UHFFFAOYSA-N	C15H10N4O2	278.080376	-7.5549	
el^TBD@BjiMCL`HaFPrJIJYQQHyQQSZJIIKFabqpjjxGzF@BiZiif`@@BF@BCq@	Compound 648	2087891	=	20200	nM	IC50	0.18	9.64	5.65	1017144		SARS coronavirus	101075	Replicase polyprotein 1ab	SARS coronavirus	Target is a single protein chain	P0C6X7	Bioorg. Med. Chem. 24 (13), 3035-3042 (2016)	27240464	10.1016/j.bmc.2016.05.013	YQHUXSFPUWHNEN-UHFFFAOYSA-N	C27H16N2O4ClF	486.078263	3.6817	
e`\\D@@DC@`NlbbTRRbrRfbttTQbLacdVqswsUUPPTU@p@A@P^T@@	Compound 649	1732316	=	8300	nM	EC50				843084		SARS coronavirus	100499	SARS coronavirus	SARS coronavirus	Target is a complete organism		J. Med. Chem. 57 (6), 2393-2412 (2014)	24568342	10.1021/jm401712t	YQRGVYYHRJBSOR-IBGZPJMESA-N	C27H31N3O2	429.241627	7.0133	
ebQTB@@DB@AiclbbbfbRRbbfRRfsRTRQCEfURwVrNKURE@@P@LEP@H@A@p`	Compound 650	2087684	=	15700	nM	IC50	0.18	10.12	6.07	1017144		SARS coronavirus	101075	Replicase polyprotein 1ab	SARS coronavirus	Target is a single protein chain	P0C6X7	Bioorg. Med. Chem. 24 (13), 3035-3042 (2016)	27240464	10.1016/j.bmc.2016.05.013	YTINGXAULBAGRW-UHFFFAOYSA-N	C30H22N2O4	474.157958	3.8828	
fhy@`@@VRZYz]wyhVg^jjjjjjfPbIRBfdz@@	Compound 651	387477		0		Activity				294025		SARS coronavirus	100499	SARS coronavirus	SARS coronavirus	Target is a complete organism		J. Med. Chem. 50 (17), 4087-4095 (2007)	17663539	10.1021/jm070295s	YULHLOUAHSEHLD-QFEQQRJNSA-N	C15H26O2	238.193280	-2.8641	
fhy@`@@VRZYz]wyhVg^jjjjjjfPbIRBfdz@@	Compound 652	387477	>	10000	nM	EC50				294026		SARS coronavirus	100499	SARS coronavirus	SARS coronavirus	Target is a complete organism		J. Med. Chem. 50 (17), 4087-4095 (2007)	17663539	10.1021/jm070295s	YULHLOUAHSEHLD-QFEQQRJNSA-N	C15H26O2	238.193280	-2.8641	
fhy@`@@VRZYz]wyhVg^jjjjjjfPbIRBfdz@@	Compound 653	387477	=	50	%	Inhibition				294024		SARS coronavirus	100499	SARS coronavirus	SARS coronavirus	Target is a complete organism		J. Med. Chem. 50 (17), 4087-4095 (2007)	17663539	10.1021/jm070295s	YULHLOUAHSEHLD-QFEQQRJNSA-N	C15H26O2	238.193280	-2.8641	
fhy@`@@VRZYz]wyhVg^jjjjjjfPbIRBfdz@@	Compound 654	387477	<	25	%	Inhibition				294022		SARS coronavirus	100499	SARS coronavirus	SARS coronavirus	Target is a complete organism		J. Med. Chem. 50 (17), 4087-4095 (2007)	17663539	10.1021/jm070295s	YULHLOUAHSEHLD-QFEQQRJNSA-N	C15H26O2	238.193280	-2.8641	
fhy@`@@VRZYz]wyhVg^jjjjjjfPbIRBfdz@@	Compound 655	387477	=	25	%	Inhibition				294023		SARS coronavirus	100499	SARS coronavirus	SARS coronavirus	Target is a complete organism		J. Med. Chem. 50 (17), 4087-4095 (2007)	17663539	10.1021/jm070295s	YULHLOUAHSEHLD-QFEQQRJNSA-N	C15H26O2	238.193280	-2.8641	
fewHR@DTyKShiADYEDhdbheEedhdf\EJwas`HFjjjh@B`bdYVgh@	Compound 656	386740		0		Activity				287340		SARS coronavirus	100499	SARS coronavirus	SARS coronavirus	Target is a complete organism		Bioorg. Med. Chem. Lett. 17 (9), 2470-2473 (2007)	17336519	10.1016/j.bmcl.2007.02.026	YWROAXQJSUGMRA-HVOFVXBASA-N	C17H17N4O4Cl	376.093833	-3.8	
fewHR@DTyKShiADYEDhdbheEedhdf\EJwas`HFjjjh@B`bdYVgh@	Compound 657	386740	=	108000	nM	IC50				287336		SARS coronavirus	100499	SARS coronavirus	SARS coronavirus	Target is a complete organism		Bioorg. Med. Chem. Lett. 17 (9), 2470-2473 (2007)	17336519	10.1016/j.bmcl.2007.02.026	YWROAXQJSUGMRA-HVOFVXBASA-N	C17H17N4O4Cl	376.093833	-3.8	
fmgpP`LDdISo@BArDyA\adbbRTTVLTRRNTgMU[PPMETE@UP@@@	Compound 658	348962	=	4.8978e12	nM	IC50				262926		SARS coronavirus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	J. Med. Chem. 49 (12), 3485-3495 (2006)	16759091	10.1021/jm050852f	ZCGRJMKKUYGRMN-UHFFFAOYSA-N	C16H16N3O4F3S	403.081361	-13.46	
fmgpP`LDdISo@BArDyA\adbbRTTVLTRRNTgMU[PPMETE@UP@@@	Compound 659	348962	=	2.0e5	nM	IC50				262926		SARS coronavirus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	J. Med. Chem. 49 (12), 3485-3495 (2006)	16759091	10.1021/jm050852f	ZCGRJMKKUYGRMN-UHFFFAOYSA-N	C16H16N3O4F3S	403.081361	-13.46	
dknB@JAIUIeg{ZYjjfjSHt@	Compound 660	333575	<	10	%	Inhibition				254534		SARS coronavirus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	Bioorg. Med. Chem. Lett. 15 (24), 5365-5369 (2005)	16216498	10.1016/j.bmcl.2005.09.012	ZDCRASVHGJDHRS-WDSKDSINSA-N	C8H13NO4	187.084459	-2.3819	
fbmHR@LLDhwdy@DYHieDdUDhlnBdipZ@`ZjjhhfbKDNhCP@	Compound 661	386742	>	3.0e5	nM	IC50				287336		SARS coronavirus	100499	SARS coronavirus	SARS coronavirus	Target is a complete organism		Bioorg. Med. Chem. Lett. 17 (9), 2470-2473 (2007)	17336519	10.1016/j.bmcl.2007.02.026	ZDRFDHHANOYUTE-GIDNPQMSSA-N	C11H14N4O4S	298.073576	-0.6589	
fluQA@LJd@HSHISJrrzbe`~cUTB@@EABE@@	Compound 662	452792	<=	50	%	Inhibition				406904		SARS coronavirus	101075	Replicase polyprotein 1ab	SARS coronavirus	Target is a single protein chain	P0C6X7	Bioorg. Med. Chem. Lett. 18 (23), 6110-6114 (2008)	18947995	10.1016/j.bmcl.2008.10.023	ZGNRNMZSQXWABI-UHFFFAOYSA-N	C14H11N2OFS	274.057611	1.4724	
f`a`R@JRUYp@cIEeEEDUCpUUUMSU@b@@	Compound 663	333673	=	28	%	Inhibition				254531		SARS coronavirus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	Bioorg. Med. Chem. Lett. 15 (24), 5365-5369 (2005)	16216498	10.1016/j.bmcl.2005.09.012	ZIPXNNMYQJPRQH-JYPKXMCJSA-N	C10H17NO4S	247.087829	0.68125	
fmg@p@@Lbwj|bbRbrbRTTrRTj\dhvejP`B@jJ@FLIHT@	Compound 664	190171		0		Activity				294025		SARS coronavirus	100499	SARS coronavirus	SARS coronavirus	Target is a complete organism		J. Med. Chem. 50 (17), 4087-4095 (2007)	17663539	10.1021/jm070295s	ZIUSSTSXXLLKKK-UHFFFAOYSA-N	C21H20O6	368.125990	1.178	
fmg@p@@Lbwj|bbRbrbRTTrRTj\dhvejP`B@jJ@FLIHT@	Compound 665	190171		0		Activity				294024		SARS coronavirus	100499	SARS coronavirus	SARS coronavirus	Target is a complete organism		J. Med. Chem. 50 (17), 4087-4095 (2007)	17663539	10.1021/jm070295s	ZIUSSTSXXLLKKK-UHFFFAOYSA-N	C21H20O6	368.125990	1.178	
fmg@p@@Lbwj|bbRbrbRTTrRTj\dhvejP`B@jJ@FLIHT@	Compound 666	190171	>	10000	nM	EC50				294026		SARS coronavirus	100499	SARS coronavirus	SARS coronavirus	Target is a complete organism		J. Med. Chem. 50 (17), 4087-4095 (2007)	17663539	10.1021/jm070295s	ZIUSSTSXXLLKKK-UHFFFAOYSA-N	C21H20O6	368.125990	1.178	
fmg@p@@Lbwj|bbRbrbRTTrRTj\dhvejP`B@jJ@FLIHT@	Compound 667	190171	=	50	%	Inhibition				294023		SARS coronavirus	100499	SARS coronavirus	SARS coronavirus	Target is a complete organism		J. Med. Chem. 50 (17), 4087-4095 (2007)	17663539	10.1021/jm070295s	ZIUSSTSXXLLKKK-UHFFFAOYSA-N	C21H20O6	368.125990	1.178	
fmg@p@@Lbwj|bbRbrbRTTrRTj\dhvejP`B@jJ@FLIHT@	Compound 668	190171	=	25	%	Inhibition				294022		SARS coronavirus	100499	SARS coronavirus	SARS coronavirus	Target is a complete organism		J. Med. Chem. 50 (17), 4087-4095 (2007)	17663539	10.1021/jm070295s	ZIUSSTSXXLLKKK-UHFFFAOYSA-N	C21H20O6	368.125990	1.178	
elVTFB@BjiMCLhTPH`ZPfdEiCHhdieEDceEEMiEJeMJFKGBjg`X@JejffZj@HXX@`|P	Compound 669	2087686	>	50000	nM	IC50				1017144		SARS coronavirus	101075	Replicase polyprotein 1ab	SARS coronavirus	Target is a single protein chain	P0C6X7	Bioorg. Med. Chem. 24 (13), 3035-3042 (2016)	27240464	10.1016/j.bmc.2016.05.013	ZMTQIEODEJVNQW-UHFFFAOYSA-N	C23H12N2O6ClF3	504.033599	-6.6683	
fnc`RbKBdFHHc`PVPkHMdKSGlbbRrdLTRbjdhsrX@IXHFJh@@@	Compound 670	356547	=	12000	nM	IC50	0.29	13.46	6.37	266027		SARS coronavirus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	J. Med. Chem. 49 (17), 5154-5161 (2006)	16913704	10.1021/jm060207o	ZNNXTHUWLFOGRX-UHFFFAOYSA-N	C13H7NO4ClF3S	364.973640	-14.718	
ek[RI@@DAElPCHdfhV^Q\bbTJbRbtTRrbVbfTLlRTJdHhZjjejfjYjjijijjhpgBlgTQdBd@	Compound 671	399192	=	75000	nM	IC50				298649		SARS coronavirus	100499	SARS coronavirus	SARS coronavirus	Target is a complete organism		Bioorg. Med. Chem. Lett. 17 (21), 5876-5880 (2007)	17855091	10.1016/j.bmcl.2007.08.031	ZQTRLNLQBUBFLO-YHSKNBGQSA-N	C32H52N4O9	636.373431	-64.332	
fj}`c@EBtBlCDEdDfUn]vY~gIJSf@HZZB@b@@@	Compound 672	316152	=	9400	nM	IC50	0.33	12.10	13.45	238671		SARS coronavirus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	Bioorg. Med. Chem. Lett. 15 (12), 3058-3062 (2005)	15896959	10.1016/j.bmcl.2005.04.027	ZRTPFLLKDJDNGZ-UHFFFAOYSA-N	C15H8NO2ClFI	414.927232	-0.76462	
